county,megalitres_from_great_lakes,megalitres_from_groundwater,megalitres_from_inland_surface,total_megalitres_all_sources,industry,year,megalitres_from_great_lakes_pc,megalitres_from_groundwater_pc,megalitres_from_inland_surface_pc,main_source,fips
Clinton,0,0,0,0,Other,2019,0.0,0.0,0.0,Great Lakes,26037
Clinton,0,1734,0,1734,Public Water Supply,2019,0.0,1.0,0.0,Groundwater,26037
Clinton,0,4374,2991,7365,Total All Sectors,2019,0.0,0.59,0.41,Groundwater,26037
Crawford,0,136,0,136,Commercial-Institutional,2019,0.0,1.0,0.0,Groundwater,26039
Crawford,0,291,0,291,Electric Power Generation,2019,0.0,1.0,0.0,Groundwater,26039
Crawford,0,175,0,175,Industrial-Manufacturing,2019,0.0,1.0,0.0,Groundwater,26039
Crawford,0,43,319,363,Irrigation,2019,0.0,0.12,0.88,Inland Surface,26039
Crawford,0,0,0,0,Livestock,2019,0.0,0.0,0.0,Great Lakes,26039
Crawford,0,0,0,0,Other,2019,0.0,0.0,0.0,Great Lakes,26039
Crawford,0,940,0,940,Public Water Supply,2019,0.0,1.0,0.0,Groundwater,26039
Crawford,0,1587,319,1907,Total All Sectors,2019,0.0,0.83,0.17,Groundwater,26039
Delta,0,0,0,0,Commercial-Institutional,2019,0.0,0.0,0.0,Great Lakes,26041
Delta,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26041
Delta,52958,189,742,53890,Industrial-Manufacturing,2019,0.98,0.0,0.01,Great Lakes,26041
Delta,50,55,124,230,Irrigation,2019,0.22,0.24,0.54,Inland Surface,26041
Delta,0,0,0,0,Livestock,2019,0.0,0.0,0.0,Great Lakes,26041
Delta,0,0,0,0,Other,2019,0.0,0.0,0.0,Great Lakes,26041
Delta,2785,102,0,2887,Public Water Supply,2019,0.96,0.04,0.0,Great Lakes,26041
Delta,55793,347,867,57009,Total All Sectors,2019,0.98,0.01,0.02,Great Lakes,26041
Dickinson,0,0,0,0,Commercial-Institutional,2019,0.0,0.0,0.0,Great Lakes,26043
Dickinson,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26043
Dickinson,0,35,26313,26349,Industrial-Manufacturing,2019,0.0,0.0,1.0,Inland Surface,26043
Dickinson,0,61,52,113,Irrigation,2019,0.0,0.54,0.46,Groundwater,26043
Dickinson,0,0,0,0,Livestock,2019,0.0,0.0,0.0,Great Lakes,26043
Dickinson,0,0,0,0,Other,2019,0.0,0.0,0.0,Great Lakes,26043
Dickinson,0,2837,0,2837,Public Water Supply,2019,0.0,1.0,0.0,Groundwater,26043
Dickinson,0,2934,26365,29300,Total All Sectors,2019,0.0,0.1,0.9,Inland Surface,26043
Eaton,0,5,0,5,Commercial-Institutional,2019,0.0,1.0,0.0,Groundwater,26045
Eaton,0,0,1593,1593,Electric Power Generation,2019,0.0,0.0,1.0,Inland Surface,26045
Eaton,0,10,0,10,Industrial-Manufacturing,2019,0.0,1.0,0.0,Groundwater,26045
Eaton,0,353,151,504,Irrigation,2019,0.0,0.7,0.3,Groundwater,26045
Eaton,0,0,0,0,Livestock,2019,0.0,0.0,0.0,Great Lakes,26045
Eaton,0,0,0,0,Other,2019,0.0,0.0,0.0,Great Lakes,26045
Eaton,0,3685,0,3685,Public Water Supply,2019,0.0,1.0,0.0,Groundwater,26045
Eaton,0,4055,1744,5799,Total All Sectors,2019,0.0,0.7,0.3,Groundwater,26045
Emmet,0,474,0,474,Commercial-Institutional,2019,0.0,1.0,0.0,Groundwater,26047
Emmet,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26047
Emmet,0,40,0,40,Industrial-Manufacturing,2019,0.0,1.0,0.0,Groundwater,26047
Emmet,224,1136,20,1381,Irrigation,2019,0.16,0.82,0.01,Groundwater,26047
Emmet,0,29,0,29,Livestock,2019,0.0,1.0,0.0,Groundwater,26047
Emmet,0,918,348,1267,Other,2019,0.0,0.72,0.27,Groundwater,26047
Emmet,0,4963,0,4963,Public Water Supply,2019,0.0,1.0,0.0,Groundwater,26047
Emmet,224,7562,369,8156,Total All Sectors,2019,0.03,0.93,0.05,Groundwater,26047
Genesee,0,18,0,18,Commercial-Institutional,2019,0.0,1.0,0.0,Groundwater,26049
Genesee,0,142,0,142,Electric Power Generation,2019,0.0,1.0,0.0,Groundwater,26049
Genesee,0,20,0,20,Industrial-Manufacturing,2019,0.0,1.0,0.0,Groundwater,26049
Genesee,0,201,189,391,Irrigation,2019,0.0,0.51,0.48,Groundwater,26049
Genesee,0,0,0,0,Livestock,2019,0.0,0.0,0.0,Great Lakes,26049
Genesee,0,0,12,12,Other,2019,0.0,0.0,1.0,Inland Surface,26049
Genesee,0,4873,0,4873,Public Water Supply,2019,0.0,1.0,0.0,Groundwater,26049
Genesee,0,5257,202,5460,Total All Sectors,2019,0.0,0.96,0.04,Groundwater,26049
Gladwin,0,0,0,0,Commercial-Institutional,2019,0.0,0.0,0.0,Great Lakes,26051
Gladwin,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26051
Gladwin,0,0,0,0,Industrial-Manufacturing,2019,0.0,0.0,0.0,Great Lakes,26051
Gladwin,0,13,3,16,Irrigation,2019,0.0,0.81,0.19,Groundwater,26051
Gladwin,0,32,0,32,Livestock,2019,0.0,1.0,0.0,Groundwater,26051
Gladwin,0,0,0,0,Other,2019,0.0,0.0,0.0,Great Lakes,26051
Gladwin,0,539,0,539,Public Water Supply,2019,0.0,1.0,0.0,Groundwater,26051
Gladwin,0,585,3,589,Total All Sectors,2019,0.0,0.99,0.01,Groundwater,26051
Gogebic,0,0,140,140,Commercial-Institutional,2019,0.0,0.0,1.0,Inland Surface,26053
Gogebic,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26053
Gogebic,0,268,0,268,Industrial-Manufacturing,2019,0.0,1.0,0.0,Groundwater,26053
Gogebic,0,0,0,0,Irrigation,2019,0.0,0.0,0.0,Great Lakes,26053
Gogebic,0,0,0,0,Livestock,2019,0.0,0.0,0.0,Great Lakes,26053
Gogebic,0,0,0,0,Other,2019,0.0,0.0,0.0,Great Lakes,26053
Gogebic,0,2492,0,2492,Public Water Supply,2019,0.0,1.0,0.0,Groundwater,26053
Gogebic,0,2761,140,2901,Total All Sectors,2019,0.0,0.95,0.05,Groundwater,26053
Grand Traverse,0,64,0,64,Commercial-Institutional,2019,0.0,1.0,0.0,Groundwater,26055
Grand Traverse,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26055
Grand Traverse,0,240,116,356,Industrial-Manufacturing,2019,0.0,0.67,0.33,Groundwater,26055
Grand Traverse,0,959,169,1129,Irrigation,2019,0.0,0.85,0.15,Groundwater,26055
Grand Traverse,0,0,0,0,Livestock,2019,0.0,0.0,0.0,Great Lakes,26055
Grand Traverse,0,0,0,0,Other,2019,0.0,0.0,0.0,Great Lakes,26055
Grand Traverse,7024,2187,0,9212,Public Water Supply,2019,0.76,0.24,0.0,Great Lakes,26055
Grand Traverse,7024,3451,286,10763,Total All Sectors,2019,0.65,0.32,0.03,Great Lakes,26055
Gratiot,0,0,0,0,Commercial-Institutional,2019,0.0,0.0,0.0,Great Lakes,26057
Gratiot,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26057
Gratiot,0,0,301,301,Industrial-Manufacturing,2019,0.0,0.0,1.0,Inland Surface,26057
Gratiot,0,5976,488,6464,Irrigation,2019,0.0,0.92,0.08,Groundwater,26057
Gratiot,0,1083,0,1083,Livestock,2019,0.0,1.0,0.0,Groundwater,26057
Gratiot,0,0,0,0,Other,2019,0.0,0.0,0.0,Great Lakes,26057
Gratiot,0,2682,0,2682,Public Water Supply,2019,0.0,1.0,0.0,Groundwater,26057
Gratiot,0,9743,789,10533,Total All Sectors,2019,0.0,0.92,0.07,Groundwater,26057
Hillsdale,0,37,0,37,Commercial-Institutional,2019,0.0,1.0,0.0,Groundwater,26059
Hillsdale,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26059
Hillsdale,0,2766,0,2766,Industrial-Manufacturing,2019,0.0,1.0,0.0,Groundwater,26059
Hillsdale,0,6064,481,6545,Irrigation,2019,0.0,0.93,0.07,Groundwater,26059
Hillsdale,0,332,0,332,Livestock,2019,0.0,1.0,0.0,Groundwater,26059
Hillsdale,0,12,0,12,Other,2019,0.0,1.0,0.0,Groundwater,26059
Hillsdale,0,2508,0,2508,Public Water Supply,2019,0.0,1.0,0.0,Groundwater,26059
Hillsdale,0,11721,481,12202,Total All Sectors,2019,0.0,0.96,0.04,Groundwater,26059
Houghton,0,0,0,0,Commercial-Institutional,2019,0.0,0.0,0.0,Great Lakes,26061
Houghton,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26061
Houghton,0,0,0,0,Industrial-Manufacturing,2019,0.0,0.0,0.0,Great Lakes,26061
Houghton,0,0,27,27,Irrigation,2019,0.0,0.0,1.0,Inland Surface,26061
Houghton,0,0,0,0,Livestock,2019,0.0,0.0,0.0,Great Lakes,26061
Houghton,0,0,0,0,Other,2019,0.0,0.0,0.0,Great Lakes,26061
Houghton,0,3556,0,3556,Public Water Supply,2019,0.0,1.0,0.0,Groundwater,26061
Houghton,0,3556,27,3583,Total All Sectors,2019,0.0,0.99,0.01,Groundwater,26061
Huron,0,28,0,28,Commercial-Institutional,2019,0.0,1.0,0.0,Groundwater,26063
Huron,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26063
Huron,0,58,0,58,Industrial-Manufacturing,2019,0.0,1.0,0.0,Groundwater,26063
Huron,10,438,667,1115,Irrigation,2019,0.01,0.39,0.6,Inland Surface,26063
Huron,0,268,0,268,Livestock,2019,0.0,1.0,0.0,Groundwater,26063
Huron,0,0,0,0,Other,2019,0.0,0.0,0.0,Great Lakes,26063
Huron,2336,546,0,2882,Public Water Supply,2019,0.81,0.19,0.0,Great Lakes,26063
Huron,2347,1340,667,4355,Total All Sectors,2019,0.54,0.31,0.15,Great Lakes,26063
Ingham,0,85,8,94,Commercial-Institutional,2019,0.0,0.9,0.09,Groundwater,26065
Ingham,0,0,29868,29868,Electric Power Generation,2019,0.0,0.0,1.0,Inland Surface,26065
Ingham,0,116,0,116,Industrial-Manufacturing,2019,0.0,1.0,0.0,Groundwater,26065
Ingham,0,600,235,836,Irrigation,2019,0.0,0.72,0.28,Groundwater,26065
Ingham,0,34,0,34,Livestock,2019,0.0,1.0,0.0,Groundwater,26065
Ingham,0,3728,0,3728,Other,2019,0.0,1.0,0.0,Groundwater,26065
Ingham,0,40687,0,40687,Public Water Supply,2019,0.0,1.0,0.0,Groundwater,26065
Ingham,0,45253,30112,75365,Total All Sectors,2019,0.0,0.6,0.4,Groundwater,26065
Ionia,0,2,0,2,Commercial-Institutional,2019,0.0,1.0,0.0,Groundwater,26067
Ionia,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26067
Ionia,0,71,0,71,Industrial-Manufacturing,2019,0.0,1.0,0.0,Groundwater,26067
Ionia,0,1659,499,2158,Irrigation,2019,0.0,0.77,0.23,Groundwater,26067
Ionia,0,725,0,725,Livestock,2019,0.0,1.0,0.0,Groundwater,26067
Ionia,0,0,0,0,Other,2019,0.0,0.0,0.0,Great Lakes,26067
Ionia,0,5717,0,5717,Public Water Supply,2019,0.0,1.0,0.0,Groundwater,26067
Ionia,0,8175,499,8674,Total All Sectors,2019,0.0,0.94,0.06,Groundwater,26067
Iosco,0,0,0,0,Commercial-Institutional,2019,0.0,0.0,0.0,Great Lakes,26069
Iosco,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26069
Iosco,0,40,79,119,Industrial-Manufacturing,2019,0.0,0.34,0.66,Inland Surface,26069
Iosco,0,452,0,452,Irrigation,2019,0.0,1.0,0.0,Groundwater,26069
Iosco,0,1,0,1,Livestock,2019,0.0,1.0,0.0,Groundwater,26069
Iosco,0,0,0,0,Other,2019,0.0,0.0,0.0,Great Lakes,26069
Iosco,1556,20,0,1577,Public Water Supply,2019,0.99,0.01,0.0,Great Lakes,26069
Iosco,1556,514,79,2151,Total All Sectors,2019,0.72,0.24,0.04,Great Lakes,26069
Iron,0,0,726,726,Commercial-Institutional,2019,0.0,0.0,1.0,Inland Surface,26071
Iron,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26071
Iron,0,0,0,0,Industrial-Manufacturing,2019,0.0,0.0,0.0,Great Lakes,26071
Iron,0,102,48,151,Irrigation,2019,0.0,0.68,0.32,Groundwater,26071
Iron,0,0,0,0,Livestock,2019,0.0,0.0,0.0,Great Lakes,26071
Iron,0,0,0,0,Other,2019,0.0,0.0,0.0,Great Lakes,26071
Iron,0,1949,0,1949,Public Water Supply,2019,0.0,1.0,0.0,Groundwater,26071
Iron,0,2051,775,2827,Total All Sectors,2019,0.0,0.73,0.27,Groundwater,26071
Isabella,0,0,0,0,Commercial-Institutional,2019,0.0,0.0,0.0,Great Lakes,26073
Isabella,0,78,0,78,Electric Power Generation,2019,0.0,1.0,0.0,Groundwater,26073
Isabella,0,8,1628,1636,Industrial-Manufacturing,2019,0.0,0.0,1.0,Inland Surface,26073
Isabella,0,5261,865,6126,Irrigation,2019,0.0,0.86,0.14,Groundwater,26073
Isabella,0,60,0,60,Livestock,2019,0.0,1.0,0.0,Groundwater,26073
Isabella,0,0,0,1,Other,2019,0.0,0.0,0.0,Great Lakes,26073
Isabella,0,4307,0,4307,Public Water Supply,2019,0.0,1.0,0.0,Groundwater,26073
Isabella,0,9717,2493,12211,Total All Sectors,2019,0.0,0.8,0.2,Groundwater,26073
Jackson,0,848,0,848,Commercial-Institutional,2019,0.0,1.0,0.0,Groundwater,26075
Jackson,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26075
Jackson,0,665,1152,1817,Industrial-Manufacturing,2019,0.0,0.37,0.63,Inland Surface,26075
Jackson,0,6448,715,7164,Irrigation,2019,0.0,0.9,0.1,Groundwater,26075
Jackson,0,6663,0,6663,Livestock,2019,0.0,1.0,0.0,Groundwater,26075
Jackson,0,0,0,0,Other,2019,0.0,0.0,0.0,Great Lakes,26075
Jackson,0,14798,0,14798,Public Water Supply,2019,0.0,1.0,0.0,Groundwater,26075
Jackson,0,29424,1868,31292,Total All Sectors,2019,0.0,0.94,0.06,Groundwater,26075
Kalamazoo,0,213,0,213,Commercial-Institutional,2019,0.0,1.0,0.0,Groundwater,26077
Kalamazoo,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26077
Kalamazoo,0,27274,6354,33628,Industrial-Manufacturing,2019,0.0,0.81,0.19,Groundwater,26077
Kalamazoo,0,18868,4810,23678,Irrigation,2019,0.0,0.8,0.2,Groundwater,26077
Kalamazoo,0,202,0,202,Livestock,2019,0.0,1.0,0.0,Groundwater,26077
Kalamazoo,0,59,1612,1671,Other,2019,0.0,0.04,0.96,Inland Surface,26077
Kalamazoo,0,33496,0,33496,Public Water Supply,2019,0.0,1.0,0.0,Groundwater,26077
Kalamazoo,0,80115,12777,92892,Total All Sectors,2019,0.0,0.86,0.14,Groundwater,26077
Kalkaska,0,0,0,0,Commercial-Institutional,2019,0.0,0.0,0.0,Great Lakes,26079
Kalkaska,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26079
Kalkaska,0,0,0,0,Industrial-Manufacturing,2019,0.0,0.0,0.0,Great Lakes,26079
Kalkaska,0,1710,710,2420,Irrigation,2019,0.0,0.71,0.29,Groundwater,26079
Kalkaska,0,0,0,0,Livestock,2019,0.0,0.0,0.0,Great Lakes,26079
Kalkaska,0,423,0,423,Other,2019,0.0,1.0,0.0,Groundwater,26079
Kalkaska,0,464,0,464,Public Water Supply,2019,0.0,1.0,0.0,Groundwater,26079
Kalkaska,0,2598,710,3308,Total All Sectors,2019,0.0,0.79,0.21,Groundwater,26079
Kent,0,560,107,668,Commercial-Institutional,2019,0.0,0.84,0.16,Groundwater,26081
Kent,0,0,429,429,Electric Power Generation,2019,0.0,0.0,1.0,Inland Surface,26081
Kent,0,936,632,1568,Industrial-Manufacturing,2019,0.0,0.6,0.4,Groundwater,26081
Kent,0,4784,1949,6733,Irrigation,2019,0.0,0.71,0.29,Groundwater,26081
Kent,0,73,0,73,Livestock,2019,0.0,1.0,0.0,Groundwater,26081
Kent,0,232,0,232,Other,2019,0.0,1.0,0.0,Groundwater,26081
Kent,93329,10740,0,104069,Public Water Supply,2019,0.9,0.1,0.0,Great Lakes,26081
Kent,93329,17327,3118,113776,Total All Sectors,2019,0.82,0.15,0.03,Great Lakes,26081
Keweenaw,0,0,0,0,Commercial-Institutional,2019,0.0,0.0,0.0,Great Lakes,26083
Keweenaw,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26083
Keweenaw,0,0,0,0,Industrial-Manufacturing,2019,0.0,0.0,0.0,Great Lakes,26083
Keweenaw,0,0,0,0,Irrigation,2019,0.0,0.0,0.0,Great Lakes,26083
Keweenaw,0,0,0,0,Livestock,2019,0.0,0.0,0.0,Great Lakes,26083
Keweenaw,0,0,0,0,Other,2019,0.0,0.0,0.0,Great Lakes,26083
Keweenaw,0,61,0,61,Public Water Supply,2019,0.0,1.0,0.0,Groundwater,26083
Keweenaw,0,61,0,61,Total All Sectors,2019,0.0,1.0,0.0,Groundwater,26083
Lake,0,0,0,0,Commercial-Institutional,2019,0.0,0.0,0.0,Great Lakes,26085
Lake,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26085
Lake,0,0,0,0,Industrial-Manufacturing,2019,0.0,0.0,0.0,Great Lakes,26085
Lake,0,0,0,0,Irrigation,2019,0.0,0.0,0.0,Great Lakes,26085
Lake,0,0,0,0,Livestock,2019,0.0,0.0,0.0,Great Lakes,26085
Lake,0,0,0,0,Other,2019,0.0,0.0,0.0,Great Lakes,26085
Lake,0,316,0,316,Public Water Supply,2019,0.0,1.0,0.0,Groundwater,26085
Lake,0,316,0,316,Total All Sectors,2019,0.0,1.0,0.0,Groundwater,26085
Lapeer,0,0,0,0,Commercial-Institutional,2019,0.0,0.0,0.0,Great Lakes,26087
Lapeer,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26087
Lapeer,0,0,0,0,Industrial-Manufacturing,2019,0.0,0.0,0.0,Great Lakes,26087
Lapeer,0,293,171,464,Irrigation,2019,0.0,0.63,0.37,Groundwater,26087
Lapeer,0,0,40,40,Livestock,2019,0.0,0.0,1.0,Inland Surface,26087
Lapeer,0,0,0,0,Other,2019,0.0,0.0,0.0,Great Lakes,26087
Lapeer,0,546,0,546,Public Water Supply,2019,0.0,1.0,0.0,Groundwater,26087
Lapeer,0,839,212,1052,Total All Sectors,2019,0.0,0.8,0.2,Groundwater,26087
Leelanau,0,72,0,72,Commercial-Institutional,2019,0.0,1.0,0.0,Groundwater,26089
Leelanau,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26089
Leelanau,0,603,57,661,Industrial-Manufacturing,2019,0.0,0.91,0.09,Groundwater,26089
Leelanau,24,854,100,980,Irrigation,2019,0.02,0.87,0.1,Groundwater,26089
Leelanau,0,0,0,0,Livestock,2019,0.0,0.0,0.0,Great Lakes,26089
Leelanau,0,11,0,11,Other,2019,0.0,1.0,0.0,Groundwater,26089
Leelanau,18,533,0,552,Public Water Supply,2019,0.03,0.97,0.0,Groundwater,26089
Leelanau,43,2076,158,2277,Total All Sectors,2019,0.02,0.91,0.07,Groundwater,26089
Lenawee,0,42,0,42,Commercial-Institutional,2019,0.0,1.0,0.0,Groundwater,26091
Lenawee,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26091
Lenawee,0,770,21,792,Industrial-Manufacturing,2019,0.0,0.97,0.03,Groundwater,26091
Lenawee,0,1097,1453,2550,Irrigation,2019,0.0,0.43,0.57,Inland Surface,26091
Lenawee,0,644,0,644,Livestock,2019,0.0,1.0,0.0,Groundwater,26091
Lenawee,0,0,0,0,Other,2019,0.0,0.0,0.0,Great Lakes,26091
Lenawee,0,5067,2926,7993,Public Water Supply,2019,0.0,0.63,0.37,Groundwater,26091
Lenawee,0,7622,4401,12024,Total All Sectors,2019,0.0,0.63,0.37,Groundwater,26091
Livingston,0,21,0,21,Commercial-Institutional,2019,0.0,1.0,0.0,Groundwater,26093
Livingston,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26093
Livingston,0,1176,3872,5048,Industrial-Manufacturing,2019,0.0,0.23,0.77,Inland Surface,26093
Livingston,0,754,593,1348,Irrigation,2019,0.0,0.56,0.44,Groundwater,26093
Livingston,0,0,0,0,Livestock,2019,0.0,0.0,0.0,Great Lakes,26093
Livingston,0,0,0,0,Other,2019,0.0,0.0,0.0,Great Lakes,26093
Livingston,0,10463,0,10463,Public Water Supply,2019,0.0,1.0,0.0,Groundwater,26093
Livingston,0,12415,4465,16881,Total All Sectors,2019,0.0,0.74,0.26,Groundwater,26093
Luce,0,2,0,2,Commercial-Institutional,2019,0.0,1.0,0.0,Groundwater,26095
Luce,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26095
Luce,0,71,0,71,Industrial-Manufacturing,2019,0.0,1.0,0.0,Groundwater,26095
Luce,0,780,0,780,Irrigation,2019,0.0,1.0,0.0,Groundwater,26095
Luce,0,0,0,0,Livestock,2019,0.0,0.0,0.0,Great Lakes,26095
Luce,0,0,0,0,Other,2019,0.0,0.0,0.0,Great Lakes,26095
Luce,0,556,0,556,Public Water Supply,2019,0.0,1.0,0.0,Groundwater,26095
Luce,0,1410,0,1410,Total All Sectors,2019,0.0,1.0,0.0,Groundwater,26095
Mackinac,0,0,0,0,Commercial-Institutional,2019,0.0,0.0,0.0,Great Lakes,26097
Mackinac,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26097
Mackinac,12778,0,41,12820,Industrial-Manufacturing,2019,1.0,0.0,0.0,Great Lakes,26097
Mackinac,41,246,28,316,Irrigation,2019,0.13,0.78,0.09,Groundwater,26097
Mackinac,0,0,0,0,Livestock,2019,0.0,0.0,0.0,Great Lakes,26097
Mackinac,0,0,0,0,Other,2019,0.0,0.0,0.0,Great Lakes,26097
Mackinac,1801,21,0,1822,Public Water Supply,2019,0.99,0.01,0.0,Great Lakes,26097
Mackinac,14622,268,69,14960,Total All Sectors,2019,0.98,0.02,0.0,Great Lakes,26097
Macomb,0,14,0,14,Commercial-Institutional,2019,0.0,1.0,0.0,Groundwater,26099
Macomb,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26099
Macomb,0,53,0,53,Industrial-Manufacturing,2019,0.0,1.0,0.0,Groundwater,26099
Macomb,29,133,1312,1475,Irrigation,2019,0.02,0.09,0.89,Inland Surface,26099
Macomb,0,0,0,0,Livestock,2019,0.0,0.0,0.0,Great Lakes,26099
Macomb,0,0,0,0,Other,2019,0.0,0.0,0.0,Great Lakes,26099
Macomb,3729,1351,0,5081,Public Water Supply,2019,0.73,0.27,0.0,Great Lakes,26099
Macomb,3759,1553,1312,6625,Total All Sectors,2019,0.57,0.23,0.2,Great Lakes,26099
Manistee,0,3,0,3,Commercial-Institutional,2019,0.0,1.0,0.0,Groundwater,26101
Manistee,0,235,1136,1372,Electric Power Generation,2019,0.0,0.17,0.83,Inland Surface,26101
Manistee,0,1041,43404,44445,Industrial-Manufacturing,2019,0.0,0.02,0.98,Inland Surface,26101
Manistee,0,1748,271,2019,Irrigation,2019,0.0,0.87,0.13,Groundwater,26101
Manistee,0,0,0,0,Livestock,2019,0.0,0.0,0.0,Great Lakes,26101
Manistee,0,43,0,43,Other,2019,0.0,1.0,0.0,Groundwater,26101
Manistee,0,1890,0,1890,Public Water Supply,2019,0.0,1.0,0.0,Groundwater,26101
Manistee,0,4963,44812,49776,Total All Sectors,2019,0.0,0.1,0.9,Inland Surface,26101
Marquette,0,0,160,160,Commercial-Institutional,2019,0.0,0.0,1.0,Inland Surface,26103
Marquette,33559,0,0,33559,Electric Power Generation,2019,1.0,0.0,0.0,Great Lakes,26103
Marquette,0,385,9378,9764,Industrial-Manufacturing,2019,0.0,0.04,0.96,Inland Surface,26103
Marquette,0,85,233,318,Irrigation,2019,0.0,0.27,0.73,Inland Surface,26103
Marquette,0,1642,15669,17312,Livestock,2019,0.0,0.09,0.91,Inland Surface,26103
Marquette,0,0,664,664,Other,2019,0.0,0.0,1.0,Inland Surface,26103
Marquette,3010,3002,0,6012,Public Water Supply,2019,0.5,0.5,0.0,Great Lakes,26103
Marquette,36569,5115,26106,67791,Total All Sectors,2019,0.54,0.08,0.39,Great Lakes,26103
Mason,0,11,0,11,Commercial-Institutional,2019,0.0,1.0,0.0,Groundwater,26105
Mason,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26105
Mason,0,829,31626,32455,Industrial-Manufacturing,2019,0.0,0.03,0.97,Inland Surface,26105
Mason,0,847,332,1180,Irrigation,2019,0.0,0.72,0.28,Groundwater,26105
Mason,0,131,0,131,Livestock,2019,0.0,1.0,0.0,Groundwater,26105
Mason,0,0,0,0,Other,2019,0.0,0.0,0.0,Great Lakes,26105
Mason,3983,348,0,4331,Public Water Supply,2019,0.92,0.08,0.0,Great Lakes,26105
Mason,3983,2169,31958,38110,Total All Sectors,2019,0.1,0.06,0.84,Inland Surface,26105
Mecosta,0,9,0,9,Commercial-Institutional,2019,0.0,1.0,0.0,Groundwater,26107
Mecosta,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26107
Mecosta,0,1102,113,1215,Industrial-Manufacturing,2019,0.0,0.91,0.09,Groundwater,26107
Mecosta,0,10255,1139,11395,Irrigation,2019,0.0,0.9,0.1,Groundwater,26107
Mecosta,0,80,0,80,Livestock,2019,0.0,1.0,0.0,Groundwater,26107
Mecosta,0,1,0,1,Other,2019,0.0,1.0,0.0,Groundwater,26107
Mecosta,0,1887,0,1887,Public Water Supply,2019,0.0,1.0,0.0,Groundwater,26107
Mecosta,0,13336,1252,14589,Total All Sectors,2019,0.0,0.91,0.09,Groundwater,26107
Menominee,0,0,0,0,Commercial-Institutional,2019,0.0,0.0,0.0,Great Lakes,26109
Menominee,0,0,0,0,Electric Power Generation,2019,0.0,0.0,0.0,Great Lakes,26109
Menominee,0,0,1841,1841,Industrial-Manufacturing,2019,0.0,0.0,1.0,Inland Surface,26109
Menominee,0,0,16,16,Irrigation,2019,0.0,0.0,1.0,Inland Surface,26109
Menominee,0,31,0,31,Livestock,2019,0.0,1.0,0.0,Groundwater,26109
Menominee,0,0,0,0,Other,2019,0.0,0.0,0.0,Great Lakes,26109
Menominee,1259,170,0,1430,Public Water Supply,2019,0.88,0.12,0.0,Great Lakes,26109
Menominee,1259,202,1858,3320,Total All Sectors,2019,0.38,0.06,0.56,Inland Surface,26109
Midland,0,0,0,0,Commercial-Institutional,2019,0.0,0.0,0.0,Great Lakes,26111
Midland,0,0,3277,3277,Electric Power Generation,2019,0.0,0.0,1.0,Inland Surface,26111
Midland,0,80,4454,4534,Industrial-Manufacturing,2019,0.0,0.02,0.98,Inland Surface,26111
Midland,0,246,153,400,Irrigation,2019,0.0,0.62,0.38,Groundwater,26111
Midland,0,0,0,0,Livestock,2019,0.0,0.0,0.0,Great Lakes,26111
Midland,0,0,0,0,Other,2019,0.0,0.0,0.0,Great Lakes,26111
Midland,0,204,0,204,Public Water Supply,2019,0.0,1.0,0.0,Groundwater,26111
Midland,0,531,7885,8416,Total All Sectors,2019,0.0,0.06,0.94,Inland Surface,26111
Missaukee,0,2,0,2,Commercial-Institutional,2019,0.0,1.0,0.0,Groundwater,26113
